,artist_name,track_name,track_id,popularity,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
4641,Mason Ramsey,Before I Knew It,3cqWSJzuxZCsglpaxWtosT,0,0.216,0.632,201973,0.875,5.55e-06,2,0.385,-3.237,1,0.0367,133.006,4,0.801
4642,Mason Ramsey,How Could I Not,7D1q9Rx35CCNU97lQOxcaU,0,0.45,0.497,162560,0.767,0.00549,2,0.257,-3.202,1,0.0284,183.999,4,0.592
4643,Max B,Black and I'm Proud,2Yzh0aCXMYWS43wcMWJoHk,51,0.00647,0.711,228467,0.689,0.000103,4,0.109,-5.328,0,0.127,145.002,4,0.393
4644,Tank,"Dirty (Remix) [feat. Chris Brown, Feather & Rahky]",6rShJhd6qxBEMjusvzPKam,55,0.359,0.513,178047,0.756,0.0,9,0.128,-2.64,1,0.102,172.692,4,0.329
4645,blackbear,MAKE A MESS,3TGfo6slp76hsJ60pADf5U,53,0.00175,0.823,159734,0.455,1.24e-06,11,0.0559,-7.839,0,0.0466,126.96,4,0.723
4646,Chase Atlantic,LOVE IS (NOT) EASY,3ejn1yIKNeTkrgpo1JkeFE,53,0.077,0.414,188320,0.505,0.00418,5,0.113,-8.142,1,0.0437,136.152,3,0.298
4647,Bring Me The Horizon,heavy metal (feat. Rahzel),6baGTtDakSNvUfW3FJd8yX,58,0.00119,0.589,240587,0.914,0.000257,7,0.361,-3.582,1,0.0935,129.935,4,0.512
4648,Phil Wickham,You Cannot Be Stopped,3QMwYjjg2r9jdzj6w6vR6e,52,0.0995,0.479,261360,0.614,0.0,2,0.104,-9.055,1,0.0364,90.997,4,0.154
4649,Dimitri Vegas & Like Mike,Selfish - Tomorrowland 2013 Aftermovie Remix,28ywYrZxqUIdX7ctAkGrGi,52,0.266,0.581,224368,0.961,0.709,9,0.156,-5.431,1,0.0632,126.195,4,0.111
4650,IGRAINE,When I am with thee,3bBGo3Le7RDVWYqA7xkwgy,58,0.986,0.252,175125,0.0032,0.931,2,0.114,-30.568,0,0.0371,71.635,3,0.0386
4651,Ren,mind games,36KJMSaMTtDHkF3m90avQc,57,0.46,0.712,221916,0.482,2.1e-05,9,0.133,-6.588,0,0.031,107.158,4,0.525
4652,Sơn Tùng M-TP,Hãy Trao Cho Anh,0f5yQttJS5nNxRAleF4kZO,63,0.0897,0.715,245659,0.724,0.000269,3,0.157,-4.854,0,0.0425,96.014,4,0.818
4653,Ludovico Einaudi,Ascent - Day 5,0v3BTPypXKUcFdb2cUF7m4,42,0.988,0.172,347533,0.0721,0.941,7,0.0863,-20.292,1,0.0352,83.457,4,0.0725
4654,Pouya,Pe$Os,6JGx4pHp4BmcvjxSHoVQ74,51,0.171,0.852,153600,0.507,0.00683,6,0.0895,-7.383,1,0.293,99.996,4,0.398
4655,YNW Melly,No More,2QTL50KC6sdHZqxwZvQBdg,51,0.0425,0.589,222726,0.447,0.0,10,0.106,-13.215,0,0.33,129.855,4,0.304
4656,Sech,La Niña,7AMzFTeQSS2FBjMCYb6zxs,65,0.365,0.784,163211,0.675,0.0,0,0.335,-5.993,1,0.0937,113.27,5,0.579
4657,Jon Bellion,Stupid Deep - Acoustic,23LIOXAz6QSzgPYH4dmZL7,51,0.758,0.248,159594,0.265,0.0,2,0.091,-7.812,1,0.0345,166.838,4,0.266
4658,Harry Bergqvist,Vidablick,5R3lfiorYRmiau9AASKLDW,56,0.995,0.355,97000,0.0306,0.947,2,0.132,-28.249,0,0.0454,64.404,3,0.336
4659,King Von,Cousins (feat. JusBlow600),0UJ62ao2FxeDE4cLzpYdtw,50,0.00956,0.842,177450,0.473,5.53e-06,4,0.109,-8.645,0,0.45,84.078,4,0.107
4660,The Raconteurs,Don't Bother Me,1894QxxLLciLbitWvpQEvk,50,0.00188,0.29,173634,0.906,0.000535,9,0.344,-8.414,1,0.153,139.185,4,0.402
4661,Fuerza Regida,No Puedo Olvidarla,7b1TG0vsbfYWRvMtnR4t7Z,52,0.265,0.523,197880,0.414,0.00098,0,0.131,-6.941,1,0.0456,206.675,4,0.842
4662,Young Nudy,Long Ride,4PWLfWbyz5FnKt2hQRnZ8r,50,0.0903,0.601,260080,0.61,1.35e-06,7,0.196,-8.055,0,0.0814,140.019,4,0.125
4663,Whiskey Myers,Rolling Stone,5pwotNGfCggJh0CtGT0A9I,50,0.000458,0.416,239499,0.848,0.00144,0,0.0831,-5.19,1,0.0346,179.004,4,0.721
4664,Karol G,Pineapple,24SkzbH7hGhUvqIaKlJ1TY,60,0.0399,0.778,180960,0.664,1.95e-06,4,0.31,-4.627,0,0.083,94.951,4,0.657
4665,eli.,worthless,6L9vUQRiVybGvtAatCdRhw,55,0.016,0.675,270240,0.53,0.0,9,0.111,-4.196,1,0.0385,124.991,4,0.0832
4666,Joaquin Alejandro,Florentin,6lE5ACHHqeEk7nLciGJH3P,57,0.993,0.375,118361,0.0635,0.948,3,0.11,-24.017,0,0.0534,116.979,4,0.324
4667,HELLYEAH,Welcome Home,3u3zJrKRNNgNEl7rfDHDcN,52,0.00045,0.452,272503,0.956,0.0,7,0.233,-3.239,0,0.0886,100.223,3,0.183
4668,GRiZ,Find My Own Way,2YAYt4ZnPa864ULc6eAd2u,50,0.045,0.707,302611,0.654,8.9e-06,9,0.161,-6.458,0,0.0788,86.051,4,0.584
4669,grandson,Darkside,3JyvSSU0VnlMUsQckyEVfX,55,0.000568,0.497,229531,0.701,0.000287,7,0.352,-6.834,1,0.119,76.918,4,0.18
4670,Of Monsters and Men,Róróró,0k82phGYw7CbEgeksEL0DT,0,0.0163,0.636,261333,0.674,0.00135,6,0.0903,-5.954,0,0.0262,95.009,4,0.596
4671,Of Monsters and Men,Sleepwalker,12o5Dx6tvMTxyhqWO3BcRj,0,0.0186,0.607,199040,0.728,0.000242,2,0.365,-6.25,1,0.0406,80.007,4,0.661
4672,Of Monsters and Men,Soothsayer,19suDtUi8FOd1PctOBeRuM,0,0.00199,0.566,215453,0.79,0.0199,11,0.14,-6.394,0,0.03,92.013,4,0.465
4673,Of Monsters and Men,Under A Dome,1fecRRkMZD01gF3ARh8el0,0,0.00353,0.571,273840,0.68,0.79,7,0.0989,-9.368,0,0.0364,120.004,4,0.313
4674,Of Monsters and Men,Waiting For The Snow,1vpZdNalT7h3UcKqsxXgMY,0,0.917,0.415,223347,0.174,0.0,1,0.1,-12.839,1,0.0472,114.952,3,0.136
4675,Of Monsters and Men,Ahay,24eQ0KNvk3JVnmfvTOhCdF,0,0.0091,0.536,176187,0.69,0.000117,8,0.0937,-7.533,1,0.0574,168.032,4,0.374
4676,Of Monsters and Men,Stuck In Gravity,3AF6JW5zzVmSkQWIKMVYqh,0,0.0198,0.511,264227,0.537,5.93e-06,11,0.0768,-8.976,1,0.0371,90.012,4,0.161
4677,Tierra Whack,Gloria,4I5uWfaZIrkKCHrbO7eLMV,51,0.316,0.446,156958,0.622,0.00011,9,0.362,-7.561,0,0.0543,155.66,4,0.963
4678,Of Monsters and Men,"Vulture, Vulture",5gWMhSFunyD3WmH1lrPzWM,0,0.00336,0.651,176667,0.786,1.15e-06,5,0.081,-5.32,1,0.0418,106.052,4,0.399
4679,Of Monsters and Men,Wars,6DZ5EOzz715nW5UIovhIWD,0,0.00778,0.563,217120,0.879,0.000219,6,0.351,-6.216,0,0.0352,112.002,4,0.611
4680,Madonna,God Control,1g1KZTgP2crk4QMOIZXlcA,63,0.0174,0.691,379316,0.726,0.00134,0,0.658,-7.877,1,0.0616,124.014,4,0.289
4681,GoldLink,Rumble (feat. Jackson Wang & Lil Nei),4nyWvinhAJrNL2zN87gZ9l,53,0.118,0.792,191680,0.773,2.73e-06,0,0.127,-3.443,0,0.212,131.542,4,0.275
4682,Denzel Curry,BLACKLAND 66.6,0L1RASB4kWt9VDqJxX4yBF,53,0.542,0.399,49227,0.818,0.0,6,0.74,-11.361,1,0.459,109.412,3,0.403
4683,Mahmood,Soldi,4szQkW1CDHqbRZGltXJdd3,80,0.0361,0.729,195133,0.589,0.0,3,0.305,-9.871,0,0.0483,95.065,4,0.349
4684,Cage The Elephant,Tokyo Smoke,3POYMPJ0HJGtBc7aO2H7QV,53,1.67e-05,0.454,205693,0.953,0.0825,6,0.106,-3.05,0,0.152,142.971,4,0.446
4685,Sheltered Solitude,Dakota,7pR7yPgbYcipmTUHT5g68p,55,0.838,0.236,130025,0.257,0.83,9,0.112,-16.112,1,0.0339,137.626,5,0.153
4686,Simple Creatures,Adrenaline,5vxX2POnp7NBbaCAIVQix7,54,0.00207,0.63,201497,0.849,4.27e-06,7,0.11,-4.953,1,0.0811,151.988,4,0.781
4687,The Movement,Diamond (feat. Jacob Hemphill of SOJA),6avDdJ8d5pgDg53f40kTHy,54,0.348,0.812,253137,0.807,5.28e-05,0,0.132,-5.138,1,0.0413,140.014,4,0.629
4688,Deep Sleep Music Collective,Pure Sleep,03QqHzFppmsDi04fwZlbl2,0,0.973,0.312,97576,0.038,0.798,5,0.101,-30.62,1,0.0391,68.608,3,0.0962
4689,TheFatRat,Stronger,0iTI5FTB9iEUtcMdx9YyZS,57,0.0658,0.673,205500,0.916,0.0587,6,0.0769,-3.814,0,0.0344,160.025,3,0.513
4690,blackbear,DOWN,2qCsMHBhz2qtQZ7m10DlO9,53,0.107,0.76,139566,0.662,0.000427,3,0.084,-5.451,0,0.107,148.026,4,0.846
4691,Hadestown Original Broadway Company,Chant,3HdTycz1OPRrxp1s395iXQ,48,0.737,0.567,391163,0.577,0.0,8,0.153,-6.052,0,0.0541,94.024,4,0.475
4692,SAINt JHN,All I Want is a Yacht,3j4S2BORvaH5YCFi2ET7Eb,0,0.0443,0.781,146272,0.783,1.5e-05,11,0.313,-4.829,0,0.169,74.995,4,0.692
4693,Meg Myers,Running Up That Hill,7zLeOgBrdrCfMf47MCyLMC,53,0.0653,0.587,263717,0.898,2.26e-06,11,0.146,-3.91,0,0.0661,102.012,4,0.473
4694,half•alive,Pure Gold,1srF7uJya3ZJ9wfJ52Tbut,52,0.0814,0.686,214232,0.587,0.0889,0,0.418,-6.981,1,0.036,132.983,4,0.315
4695,Todrick Hall,Attention,2nKIgJjtaf2SMMkNBEMy59,55,0.355,0.859,176247,0.908,0.0,1,0.202,-6.086,1,0.131,134.946,4,0.818
4696,Kevin Abstract,Corpus Christi,7Hkwpt3GaRntiCrbCyJ4BN,53,0.914,0.408,172393,0.362,0.0355,0,0.116,-10.306,0,0.117,77.502,4,0.549
4697,Kassi Ashton,Field Party,53mqsVYTvKt31qT69jCNeU,50,0.158,0.781,210267,0.861,2.81e-06,6,0.768,-6.302,1,0.126,93.985,4,0.844
4698,916frosty,SPACE DASH,5C7oYxtvCFYNs2I6wGG2OL,53,0.0164,0.635,248003,0.867,0.0,9,0.0792,-5.76,1,0.122,160.023,4,0.557
4699,Hannah,Lo Que Haría,7tktN5oUZ1ErDgJG9KrvgJ,49,0.095,0.694,204498,0.837,0.0,11,0.0343,-4.104,1,0.0573,118.038,4,0.654
4700,Van Sandano,Santosha,1Lx2eaXNUdvqgO1f70LSrQ,54,0.93,0.538,160266,0.294,0.931,5,0.118,-15.139,0,0.0337,109.959,4,0.0748
4701,Chimbala,Maniquí - Remix,7EgZdnwpSerKvFB8kkbnwG,57,0.325,0.859,206872,0.791,3.88e-05,7,0.1,-5.293,1,0.0576,123.021,4,0.635
4702,autumn keys,Impermanence,1RBsx4vh4C75cJlyvbyVDg,56,0.603,0.755,140000,0.429,0.352,4,0.0944,-15.75,0,0.204,71.977,4,0.131
4703,Kevin Garrett,Faith You Might,1sj1zSyFRj72niCZRhjjPJ,53,0.728,0.517,252187,0.458,0.261,2,0.0925,-12.209,1,0.0576,149.756,4,0.612
4704,Rico Nasty,Time Flies,2QXB9GugNcZqXrDXYowISU,1,0.164,0.596,185806,0.933,0.0,6,0.354,-2.747,1,0.0771,155.008,4,0.91
4705,Quin Nfn,Check,28RFcjBq8TMLi2CTMx7Arg,50,0.249,0.871,137077,0.549,0.0,0,0.12,-9.118,0,0.191,129.955,4,0.435
4706,Gus Dapperton,My Favorite Fish,1bda1uGY3RK54S59aNq4f7,53,0.322,0.647,215676,0.65,0.0,5,0.34,-3.848,0,0.0449,74.0,4,0.677
4707,Berner,Cookies in a Bag - Remix,1flitkmoxO71kP3rvZvaVK,33,0.15,0.54,208000,0.941,0.0,1,0.111,-2.721,1,0.378,82.616,4,0.62
4708,Yoke Lore,Chin Up,4N001yHNZwq5A4kw9gkHyq,53,0.612,0.611,265213,0.592,0.00461,1,0.103,-10.922,1,0.0351,130.843,4,0.322
4709,Micro Tdh,Dime Cuantas Veces,4t8YQE2FIpTIq9SxeuOuuP,70,0.335,0.753,213960,0.572,2.02e-05,5,0.0858,-6.062,0,0.371,200.007,4,0.752
4710,Young Nudy,Swisher Backwood,7tYbWugeSE0fhZEKyy5SSs,50,0.0676,0.879,179307,0.497,0.000167,1,0.346,-6.92,1,0.309,156.086,4,0.226
4711,Upchurch,Ghost Ranch,0vNdaYu1MDw6ykRsce4NAc,49,0.00935,0.598,242112,0.742,2.13e-06,6,0.0968,-5.59,0,0.0271,129.984,4,0.349
4712,Los Bukis,Necesito Una Compañera,0YzdSSp7GMeEP279Kc5KKf,0,0.577,0.728,235533,0.514,0.0,0,0.156,-9.622,1,0.0263,92.864,4,0.618
4713,Los Bukis,Mi Mayor Necesidad,0besHWumsxosAWmSbL6vHf,0,0.118,0.641,246227,0.539,1.31e-05,0,0.229,-9.16,1,0.0302,164.773,4,0.742
4714,Los Bukis,A Donde Vayas,0u3Da3HhNbAjXnefOwexfN,0,0.434,0.497,210467,0.624,0.0,0,0.139,-8.69,1,0.0437,170.612,4,0.29
4715,Los Bukis,Que Duro Es Llorar Así,0yFkp6sx953pImq6dj7Lp3,0,0.11,0.541,218413,0.615,0.0,4,0.132,-6.896,1,0.0262,150.549,3,0.568
4716,Los Bukis,Mi Fantasia,2z8WKMliaZ89bt87kYRNy1,0,0.423,0.762,203667,0.632,6.8e-06,0,0.0804,-9.479,1,0.0332,126.351,4,0.961
4717,Los Bukis,Me Volví A Acordar De Ti,31lN8O4rqaUb9kXMhXHp62,0,0.0501,0.654,212733,0.742,0.000267,9,0.0887,-10.557,1,0.0269,133.761,3,0.892
4718,The Japanese House,Lilo,32P4qhYWGe9XEQE2XGgfdP,50,0.471,0.546,250067,0.558,0.0,7,0.0957,-8.797,1,0.0468,119.789,4,0.22
4719,Los Bukis,Si Me Recuerdas,3L8n8KJ8CsB9v2V42GBJch,0,0.0419,0.661,274600,0.492,2.31e-06,2,0.332,-9.888,1,0.0245,93.036,4,0.747
4720,Los Bukis,Como Me Haces Falta,44fcRLNZSGu6WM3QUXpOWq,0,0.494,0.653,238120,0.637,0.0,4,0.689,-7.45,1,0.0247,97.086,4,0.543
4721,Los Bukis,Como Fui A Enamorarme De Ti,4wEdga9rQIMFVCGbwAgQCP,0,0.0195,0.538,268787,0.625,3.29e-06,2,0.382,-9.742,1,0.0369,150.31,4,0.425
4722,Los Bukis,Tus Mentiras,57LSDPXfVhYiLNYjEqibr0,0,0.0235,0.643,288240,0.632,6.1e-06,2,0.218,-8.539,1,0.0235,103.802,4,0.706
4723,Los Bukis,Yo Te Necesito,57gkVqYFaYfS5GODqpxDzy,0,0.604,0.545,181093,0.714,0.0,9,0.366,-6.63,1,0.0374,90.93,3,0.725
4724,Los Bukis,Ladrón De Buena Suerte,5hZp8nZjHuNDxJPAsM4QXj,0,0.15,0.548,213200,0.775,0.0,4,0.398,-8.648,1,0.0753,161.117,4,0.427
4725,Los Bukis,Si Tú Te Fueras De Mí,643egoPIf1KfmAyfMxyrFC,0,0.636,0.641,190907,0.615,1.5e-05,4,0.115,-8.493,1,0.0245,100.112,4,0.603
4726,Los Bukis,Tu Cárcel,6WacDinYMr6xPO9KHa1xXd,0,0.225,0.81,213840,0.722,0.0,7,0.11,-9.097,1,0.0251,100.398,4,0.879
4727,Los Bukis,Quiereme,6hqgTIdIx2HTKHg64Pqgd1,0,0.271,0.576,253227,0.575,0.0,7,0.169,-6.575,1,0.0299,146.56,4,0.122
4728,Los Bukis,Si Ya No Te Vuelvo A Ver,6xSiv2pXt4L795QTUIgSqg,0,0.461,0.781,228747,0.557,2.99e-06,7,0.0832,-9.0,1,0.0307,97.517,4,0.589
4729,Los Bukis,Y Ahora Te Vas,74DinfnK7xx4nn0mXePcqZ,0,0.286,0.766,237253,0.795,2.17e-05,9,0.184,-9.933,1,0.0264,114.244,4,0.973
4730,Los Bukis,Chiquilla Bonita,7bNhzNABh9nu2WF33Wpmfj,0,0.274,0.708,288653,0.778,0.0,0,0.123,-6.198,1,0.0238,105.452,4,0.748
4731,Los Bukis,Navidad Sin Ti,7qaSNyvvUQQgKwzA3NoU74,0,0.202,0.67,256627,0.561,0.0,2,0.062,-9.094,1,0.0298,79.865,4,0.577
4732,Wale,Poledancer (feat. Megan Thee Stallion) - DJ Taj Jersey Club Mix,3Olv5Qx9wkXgTAo5TVtoQp,52,0.149,0.939,132414,0.749,0.00472,1,0.0888,-8.751,1,0.572,144.983,4,0.398
4733,Carly Rae Jepsen,For Sure,7CmsSwmE781TU53esN7BK0,52,0.0878,0.445,184907,0.758,0.0523,1,0.0885,-8.74,0,0.235,159.849,3,0.547
4734,Kelsey Lu,Due West - Skrillex Remix,1bLz3Mcy1pf1W04KZBWrHk,54,0.17,0.713,279240,0.639,0.00198,9,0.352,-8.404,1,0.0448,103.986,4,0.0394
4735,Weezer,No Scrubs,3wQxUfquHLpgHoU6fo8Z50,53,0.188,0.69,190280,0.798,0.0,8,0.111,-3.347,0,0.039,92.967,4,0.645
4736,Steve Lacy,Lay Me down,2ezzd77TFTHCK2EuV6Y8uF,52,0.0242,0.543,183075,0.59,0.0404,9,0.577,-9.379,0,0.0393,79.882,3,0.741
4737,Thomas Rhett,Look What God Gave Her - Acoustic,4sMhRL6hvLCf3V5cy6ijPv,51,0.423,0.746,169703,0.587,0.0,7,0.111,-5.824,1,0.0266,112.969,4,0.945
4738,Saman,Alles ok,1zBsoAbAl6M0NOF5biQIYX,57,0.203,0.791,167059,0.632,0.0,4,0.109,-7.519,0,0.0845,102.003,4,0.326
4739,Ailee,Room Shaker,4lt4QTuoYOEEOhrNDZJ1o8,60,0.0323,0.697,195027,0.897,0.0,11,0.138,-3.628,0,0.136,140.03,4,0.736
4740,Kim Petras,"1,2,3 dayz up (feat. SOPHIE)",0KK1FJFCBjdgPE00CJuvEG,55,0.0583,0.785,213678,0.592,2.84e-05,1,0.131,-5.139,1,0.0363,107.992,1,0.884
4741,Absofacto,Dissolve - acoustic,2FIpETWj9LRDvTOfMqs7hz,54,0.796,0.593,168522,0.211,0.0,6,0.0743,-11.279,0,0.0541,165.644,4,0.253
4742,Rich Homie Quan,"Flex (Ooh, Ooh, Ooh)",0mGi7If0rtX6xM3TsLlXlL,0,0.0384,0.676,176675,0.615,0.0,6,0.341,-7.534,0,0.0496,163.993,4,0.883
4743,James Hersey,Real for You,6auNeKMiVr4yK79CQqZ1GE,60,0.111,0.651,181975,0.499,0.0,5,0.0933,-8.541,0,0.541,120.196,5,0.694
4744,Rich Homie Quan,Type of Way,6sefa7XHNzkxqs472AVT1X,0,0.146,0.846,261321,0.497,0.0,6,0.0733,-10.174,0,0.419,134.875,4,0.796
4745,Lewis Capaldi,Headspace,4RtlhOoWNO5ReUwdmTdTcG,64,0.865,0.368,306801,0.228,1.99e-06,11,0.111,-9.183,1,0.0335,146.881,3,0.194
4746,Lil Pump,Stripper Name (feat. YG and 2 Chainz),0lZk8fjx0u7hRwEgs7sOKW,54,0.22,0.938,182400,0.433,0.0,1,0.0856,-8.156,1,0.0478,99.988,4,0.642
4747,Wolfgang Amadeus Mozart,"Symphony No. 40 in G Minor, K. 550: I. Molto allegro",04I189pueGnZYZeqWMNxQq,28,0.983,0.404,422411,0.21,0.898,7,0.304,-17.461,0,0.041,118.646,4,0.202
4748,Wolfgang Amadeus Mozart,"Serenade No. 13 in G Major, K. 525 ""Eine kleine Nachtmusik"": I. Allegro",20uJiINff6CX09vl6CKmmp,29,0.92,0.497,355307,0.113,0.952,7,0.0916,-19.716,1,0.0525,135.356,4,0.397
4749,Solange,Way to the Show,2jVLwzrzKVhcI8UmVonVas,53,0.65,0.594,175240,0.71,0.235,1,0.284,-4.058,0,0.406,80.095,4,0.558
4750,Motionless In White,Undead Ahead 2: The Tale of the Midnight Ride,4DQPKxM9mp70Nxz0FH051A,53,0.000182,0.272,273667,0.966,0.0,9,0.349,-4.223,0,0.376,89.86,4,0.12
4751,Dom Ski,Chopsticks,6ytuqVuk41yN6HCnZ1tZZk,49,0.000897,0.791,197384,0.605,0.0,1,0.125,-8.957,1,0.404,157.086,4,0.477
4752,Tears For Fears,Everybody Wants To Rule The World,0O8pmxZaOkO7YZ05X5BYvV,0,0.363,0.637,251480,0.811,0.00451,7,0.107,-11.345,1,0.0583,112.053,4,0.552
4753,Lyanno,Zapato y Cartera,0UvFAsjkhG6tY7lk2bxWmf,43,0.256,0.833,218449,0.828,0.0,10,0.111,-5.498,0,0.226,90.967,4,0.847
4754,Arcade Fire,Baby Mine,1UU3IpxOVpjjHdoQjchpgX,55,0.706,0.301,177293,0.316,0.0029,9,0.0751,-10.81,1,0.0345,102.32,4,0.149
4755,Rico Nasty,Cold,4Onanh2sbZQKTGH8KvWzxS,51,0.231,0.675,153667,0.906,0.0,8,0.101,-4.687,1,0.732,76.34,4,0.782
4756,Thirty Seconds To Mars,The Kill (Bury Me),3a1KX7rNt1a9HYVtPeaoXU,0,0.0014,0.309,231533,0.912,0.000271,4,0.582,-3.881,0,0.0646,183.035,3,0.302
4757,Red Velvet,LP,7AetvQATDEQxoFDsH2gRnr,57,0.0714,0.674,207837,0.832,0.0,5,0.714,-5.2,1,0.0894,159.995,4,0.761
4758,Thirty Seconds To Mars,Kings And Queens,7MfO8iAAL9ho4UrYxW4IJf,0,0.0401,0.293,347667,0.816,2.95e-05,8,0.13,-5.432,1,0.0844,164.982,4,0.148
4759,Jeremy Zucker,hello old friend,5W5CraIGgWjWocoPMMT8Ph,53,0.476,0.653,198800,0.214,0.00344,0,0.332,-12.578,1,0.0456,107.979,4,0.366
4760,Cody Johnson,Noise,0XgbVlxJfHKLcnDSdf5774,49,0.105,0.606,189413,0.815,0.0,0,0.181,-4.205,1,0.0284,109.012,4,0.535
4761,Wolfgang Amadeus Mozart,"Violin Concerto No. 1 in B-Flat Major, K. 207: I. Allegro moderato",2m73umxwbWDTy4dkCrYQQH,28,0.957,0.438,485640,0.0832,0.598,10,0.147,-21.967,1,0.0406,119.909,4,0.444
4762,Logic,Cocaine,6P9RfMi5rmtu6CmBVZSCAP,53,0.124,0.816,174560,0.808,0.0,4,0.142,-4.836,0,0.268,176.022,4,0.711
4763,Farruko,Coolant - Remix,6URNZuBKiudDhFJ5XCCLhX,60,0.0969,0.741,230413,0.875,3.58e-06,8,0.166,-4.144,1,0.113,172.074,4,0.906
4764,Becky G,Next To You (feat. Rvssian),3NJcATra6ASZtwFY0vIAER,60,0.308,0.76,179258,0.704,2.77e-05,7,0.156,-5.34,1,0.0684,105.084,4,0.229
4765,Jessie Reyez,Imported (Spanglish Version),6UfxYl30R3q1L9p9SRAoty,53,0.319,0.76,176560,0.549,0.0,7,0.109,-4.634,1,0.0472,111.073,4,0.372
4766,Jay Gwuapo,From Nothing (feat. Lil Tjay & Don Q),4nyVuAhz2ZVFimXck6MG3b,52,0.239,0.723,160533,0.681,0.0,1,0.097,-5.913,1,0.24,145.117,4,0.313
4767,Party Favor,2012,434qhYDxNYCvwimHtlSNvF,54,0.271,0.724,160502,0.806,0.817,1,0.16,-3.601,1,0.192,159.015,4,0.785
4768,Sia,"Angel in Your Eyes (feat. Sia, Diplo, and Labrinth)",6k71NlTnn41Vk7RJX7CSbY,59,0.0288,0.607,186120,0.616,0.0439,10,0.138,-6.925,1,0.0581,184.111,4,0.698
4769,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: I. Allegro - Cadenza - Tempo I",3Wg72bIE2EqWqyYZWLVVXX,25,0.97,0.351,781560,0.0839,0.834,2,0.101,-24.03,0,0.0347,136.987,4,0.211
4770,ONEUS,Valkyrie,0oNFVyzwK6TFdFHSsD1dmC,58,0.0254,0.731,207586,0.817,0.0,9,0.147,-3.906,0,0.121,127.952,4,0.657
4771,Tom Petty,Free Fallin',0vJqdDUmfddQqMTUkr2Z8L,0,0.212,0.623,256000,0.449,0.0,5,0.0613,-13.333,1,0.0253,84.383,4,0.572
4772,Tom Petty,I Won't Back Down,3gVSasD1cAs5Dw0evLOWuq,0,0.0504,0.765,178360,0.476,2.76e-06,7,0.165,-13.487,1,0.0329,114.02,4,0.965
4773,Heike Blau,Fernweh,54chBIoAbXKF99WEF3S4OV,56,0.996,0.265,155000,0.0425,0.952,4,0.0956,-26.508,1,0.0505,204.991,4,0.265
4774,Jack & Jack,2 Cigarettes,7sOwVYliBTmB30E37tqces,55,0.271,0.759,229827,0.678,0.0,9,0.103,-8.066,0,0.0618,111.974,4,0.238
4775,Wolfgang Amadeus Mozart,"Piano Concerto No. 20 in D Minor, K. 466: II. Romance (Excerpt)",5Za4NaWlivFdwfI6pD6Mlb,24,0.983,0.291,378573,0.0175,0.904,10,0.121,-24.01,1,0.0361,72.776,4,0.124
4776,Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620: Overture",2DuL5gw2kmqDYvKsSR8o4f,26,0.969,0.311,450667,0.0732,0.938,3,0.168,-22.301,1,0.0421,81.109,4,0.0788
4777,Wolfgang Amadeus Mozart,Symphony No. 25 in G Minor K. 183/K. 173dB: I. Allegro con brio,4Y3c0J5JncM93XKSMgRFOg,24,0.983,0.404,466933,0.103,0.914,7,0.166,-20.449,0,0.0343,78.939,4,0.302
4778,Wolfgang Amadeus Mozart,"Clarinet Concerto in A Major, K. 622: I. Allegro",5mFqvPGcGWuQiVsitFWxij,24,0.988,0.306,820667,0.0909,0.868,9,0.0843,-19.456,1,0.0379,109.688,4,0.211
4779,Wolfgang Amadeus Mozart,"Die Zauberflöte, K. 620, Act I: Der Vogelfänger bin ich ja (Papageno)",1M2kVbGWt7TRdDGeP1G5gL,25,0.967,0.404,168973,0.124,8.92e-05,7,0.13,-22.95,1,0.0559,145.659,4,0.485
4780,Wolfgang Amadeus Mozart,"Piano Sonata No. 14 in C Minor, K. 457: I. Molto allegro",1RI8Os0oiIsdebxGNMc02E,22,0.983,0.345,494693,0.0675,0.929,0,0.14,-21.14,0,0.0415,91.178,4,0.369
4781,Whiskey Myers,Gasoline,7GPTK0ueaymxm8UUvYyP2l,44,0.00105,0.517,239115,0.904,0.000913,5,0.264,-4.234,1,0.0395,127.049,4,0.529
4782,Wolfgang Amadeus Mozart,"Sinfonia Concertante in E-Flat Major, K. 364: III. Presto",1eux2oRuK2FUmRK9Ef1gBB,22,0.985,0.447,373693,0.166,0.759,3,0.109,-18.635,1,0.0386,81.713,4,0.481
4783,YFN Lucci,POET,61Ddj9nq47Yc4ykHU3rN8k,49,0.123,0.744,243143,0.688,0.0,6,0.14,-5.757,0,0.103,158.01,4,0.259
4784,I Prevail,I Don't Belong Here,2JEuoW7VtugjY2XtxK034T,53,0.271,0.308,221933,0.479,0.00257,6,0.47,-9.04,0,0.035,130.007,4,0.156
4785,Wolfgang Amadeus Mozart,"Clarinet Quintet in A Major, K. 581: II. Larghetto",4mxVyhG5TRGsCSd9JyuyGn,22,0.986,0.0942,408240,0.0236,0.92,2,0.0775,-25.293,1,0.0425,86.079,4,0.0853
4786,Bethel Music,Ain't No Grave (Live),7mD7yAQm4GcifSnWqJdZHi,52,0.0129,0.37,493293,0.831,0.000122,4,0.109,-4.484,1,0.0442,148.008,4,0.185
